ID,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class_number_of_rings,Shell_humidity_weight
4074,M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10,0.334
4075,M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9,0.17
4076,I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5,0.026
4077,I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8,0.148
4078,I,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8,0.095
4079,F,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12,0.292
4080,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9,0.14
4081,I,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7,0.026
4082,M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9,0.397
4083,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10,0.269
4084,M,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,10,0.214
4085,I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9,0.134
4086,I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7,0.05
4087,I,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3,0.014
4088,M,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12,0.553
4089,I,0.475,0.365,0.115,0.499,0.232,0.0885,0.156,10,0.111
4090,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17,0.19
4091,F,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10,0.407
4092,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12,0.447
4093,I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13,0.128
4094,F,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8,0.138
4095,I,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9,0.096
4096,F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9,0.404
4097,F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12,0.37
4098,F,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10,0.348
4099,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11,0.363
4100,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9,0.04
4101,I,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8,0.114
4102,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4,0.006
4103,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15,0.398
4104,F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8,0.105
4105,M,0.555,0.455,0.135,0.837,0.382,0.171,0.235,9,0.22
4106,F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15,0.377
4107,F,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6,0.127
4108,F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10,0.397
4109,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10,0.591
4110,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,0.083
4111,M,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16,0.721
4112,I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5,0.03
4113,I,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10,0.222
4114,I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4,0.045
4115,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12,0.356
4116,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,0.39
4117,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9,0.288
4118,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,0.314
4119,M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7,0.098
4120,M,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10,0.053
4121,F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10,0.117
4122,M,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10,0.462
4123,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,0.162
4124,F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18,0.281
4125,I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4,0.016
4126,M,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9,0.222
4127,M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7,0.117
4128,M,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10,0.455
4129,I,0.455,0.375,0.125,0.533,0.233,0.106,0.185,8,0.115
4130,M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9,0.243
4131,I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6,0.059
4132,I,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7,0.095
4133,M,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13,0.541
4134,I,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9,0.215
4135,F,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10,0.202
4136,F,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14,0.306
4137,F,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11,0.42
4138,F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12,0.273
4139,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12,0.486
4140,I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,0.034
4141,F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,0.445
4142,F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8,0.406
4143,M,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8,0.221
4144,I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,0.095
4145,F,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10,0.202
4146,I,0.55,0.445,0.11,0.7935,0.378,0.142,0.26,10,0.155
4147,F,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,0.149
4148,I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5,0.025
4149,I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5,0.039
4150,M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17,0.52
4151,F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9,0.292
4152,I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8,0.193
4153,M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10,0.107
4154,I,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6,0.085
4155,F,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,0.271
4156,I,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5,0.021
4157,I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8,0.073
4158,M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10,0.449
4159,M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9,0.329
4160,I,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7,0.061
4161,I,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7,0.024
4162,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9,0.174
4163,I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11,0.199
4164,I,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11,0.189
4165,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10,0.488
4166,I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9,0.134
4167,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9,0.39
4168,F,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10,0.306
4169,M,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7,0.054
4170,F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8,0.236
4171,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,0.064
4172,I,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9,0.089
4173,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6,0.078
4174,M,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7,0.034
4175,I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6,0.043
4176,M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10,0.256
4177,I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8,0.161
4178,F,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10,0.526
4179,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20,0.808
4180,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16,0.298
4181,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10,0.195
4182,F,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10,0.203
4183,F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,0.171
4184,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8,0.076
4185,M,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,11,0.255
4186,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14,0.272
4187,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11,0.611
4188,I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7,0.169
4189,F,0.64,0.49,0.18,1.36,0.653,0.347,0.305,9,0.402
4190,F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16,0.398
4191,I,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10,0.237
4192,I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7,0.058
4193,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,0.471
4194,I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9,0.153
4195,M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7,0.12
4196,F,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25,0.469
4197,F,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6,0.14
4198,F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12,0.201
4199,M,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11,0.23
4200,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11,0.397
4201,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11,0.533
4202,F,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17,0.564
4203,I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9,0.135
4204,F,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,10,0.211
4205,M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8,0.179
4206,M,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,10,0.214
4207,M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13,0.343
4208,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,0.266
4209,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14,0.274
4210,F,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9,0.227
4211,M,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10,0.196
4212,M,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7,0.165
4213,F,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11,0.29
4214,F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8,0.206
4215,M,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,0.21
4216,F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,0.325
4217,M,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9,0.391
4218,M,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12,0.247
4219,M,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10,0.155
4220,I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8,0.222
4221,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,0.266
4222,I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,0.145
4223,I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10,0.286
4224,F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11,0.351
4225,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10,0.293
4226,M,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10,0.42
4227,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10,0.472
4228,M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7,0.024
4229,I,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12,0.129
4230,F,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9,0.158
4231,F,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,0.273
4232,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7,0.066
4233,I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4,0.032
4234,M,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11,0.149
4235,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17,0.523
4236,M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8,0.257
4237,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9,0.167
4238,M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14,0.476
4239,I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13,0.112
4240,F,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9,0.066
4241,M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8,0.203
4242,F,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,0.262
4243,M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11,0.679
4244,M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14,0.55
4245,F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12,0.241
4246,M,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10,0.047
4247,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11,0.341
4248,F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19,0.227
4249,F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17,0.148
4250,F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,0.206
4251,M,0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,13,0.385
4252,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13,0.343
4253,I,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,10,0.213
4254,F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10,0.367
4255,I,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9,0.172
4256,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8,0.064
4257,I,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12,0.444
4258,M,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10,0.245
4259,M,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9,0.251
4260,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10,0.305
4261,I,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7,0.064
4262,I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6,0.041
4263,M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12,0.136
4264,M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9,0.062
4265,M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10,0.151
4266,F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5,0.049
4267,I,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8,0.122
4268,I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6,0.071
4269,F,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16,0.265
4270,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,0.176
4271,F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7,0.227
4272,I,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8,0.151
4273,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,0.32
4274,I,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7,0.1
4275,M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11,0.47
4276,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9,0.387
4277,M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12,0.322
4278,F,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7,0.298
4279,I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6,0.068
4280,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,0.39
4281,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10,0.353
4282,I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7,0.088
4283,I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8,0.233
4284,I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5,0.005
4285,I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7,0.161
4286,M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15,0.518
4287,M,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10,0.352
4288,F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18,0.196
4289,M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15,0.373
4290,I,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5,0.028
4291,F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10,0.387
4292,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9,0.192
4293,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7,0.089
4294,F,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10,0.467
4295,F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9,0.31
4296,I,0.575,0.45,0.15,0.858,0.449,0.166,0.215,10,0.194
4297,M,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,8,0.254
4298,I,0.48,0.355,0.11,0.4495,0.201,0.089,0.14,8,0.108
4299,I,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16,0.315
4300,I,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7,0.095
4301,M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9,0.278
4302,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11,0.334
4303,I,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6,0.033
4304,F,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10,0.283
4305,F,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,0.273
4306,F,0.585,0.475,0.165,1.053,0.458,0.217,0.3,11,0.295
4307,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8,0.23
4308,F,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,9,0.406
4309,F,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10,0.206
4310,M,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9,0.041
4311,M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11,0.038
4312,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9,0.095
4313,I,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,8,0.154
4314,F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15,0.445
4315,M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9,0.279
4316,M,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12,0.501
4317,M,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,8,0.195
4318,I,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4,0.015
4319,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16,0.247
4320,M,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,0.065
4321,I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10,0.17
4322,I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7,0.053
4323,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17,0.508
4324,F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11,0.267
4325,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11,0.293
4326,F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7,0.163
4327,I,0.465,0.36,0.105,0.498,0.214,0.116,0.14,15,0.144
4328,M,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15,0.244
4329,F,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,9,0.198
4330,I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8,0.209
4331,I,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7,0.152
4332,M,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15,0.496
4333,F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8,0.225
4334,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9,0.231
4335,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10,0.176
4336,I,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8,0.111
4337,I,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9,0.04
4338,M,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15,0.26
4339,F,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14,0.278
4340,M,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11,0.895
4341,M,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11,0.279
4342,F,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,13,0.211
4343,I,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8,0.395
4344,F,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17,0.393
4345,M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8,0.286
4346,F,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9,0.19
4347,I,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6,0.043
4348,I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9,0.163
4349,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12,0.231
4350,F,0.695,0.535,0.2,1.5855,0.667,0.334,0.471,11,0.447
4351,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10,0.364
4352,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8,0.297
4353,M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9,0.069
4354,M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12,0.052
4355,M,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8,0.231
4356,M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8,0.297
4357,I,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,11,0.143
4358,M,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10,0.582
4359,I,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7,0.073
4360,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9,0.172
4361,F,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10,0.456
4362,F,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12,0.502
4363,I,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6,0.047
4364,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11,0.211
4365,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11,0.334
4366,I,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8,0.138
4367,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9,0.143
4368,M,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10,0.119
4369,I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10,0.043
4370,F,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,10,0.269
4371,M,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9,0.391
4372,I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,0.106
4373,I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10,0.266
4374,M,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17,0.639
4375,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8,0.387
4376,I,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11,0.176
4377,F,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12,0.362
4378,I,0.405,0.3,0.11,0.32,0.172,0.044,0.093,7,0.055
4379,M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9,0.223
4380,F,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11,0.177
4381,M,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12,0.163
4382,M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9,0.31
4383,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10,0.179
4384,F,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12,0.376
4385,F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10,0.334
4386,I,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7,0.003
4387,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8,0.04
4388,I,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,8,0.153
4389,M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12,0.384
4390,I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8,0.044
4391,I,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3,0.014
4392,I,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8,0.134
4393,M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17,0.38
4394,M,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11,0.16
4395,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15,0.096
4396,I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,0.145
4397,M,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6,0.065
4398,F,0.7,0.575,0.205,1.773,0.605,0.447,0.538,13,0.63
4399,F,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16,0.3
4400,I,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6,0.018
4401,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11,0.329
4402,I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6,0.106
4403,M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15,0.308
4404,M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9,0.278
4405,M,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,0.065
4406,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11,0.379
4407,I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6,0.059
4408,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11,0.321
4409,I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10,0.266
4410,I,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,5,0.06
4411,M,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11,0.445
4412,I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9,0.111
4413,I,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7,0.051
4414,F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9,0.251
4415,F,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12,0.159
